t_rel,sys_cpu_pct,percore_max_pct,percore_min_pct,n_workers,n_helper_procs,tree_cpu_pct,tree_rss_mb,host_mem_used_pct,gpu_util_pct,gpu_mem_mb,gpu_mem_busy_pct,gpu_power_w
0.0,8.3,100.0,0.0,0,0,0.0,10.4,3.9,3.0,502.6,0.0,15.0
1.0,12.5,38.4,8.0,0,0,293.8,928.1,4.4,,,,
2.0,12.4,55.0,8.0,0,2,5.0,1877.3,5.0,,,,
3.0,30.4,87.0,10.0,0,8,11.0,7175.5,8.1,,,,
4.0,25.0,99.0,0.0,6,2,596.0,9146.7,9.1,,,,
5.0,30.5,100.0,0.0,6,2,722.0,9522.2,9.5,,,,
6.0,25.2,100.0,0.0,6,2,598.2,9608.7,9.5,,,,
7.0,25.1,100.0,0.0,6,2,601.0,9679.6,9.6,,,,
8.0,25.2,100.0,0.0,6,2,594.2,9737.0,9.6,,,,
9.0,25.1,100.0,0.0,6,2,602.0,9802.8,9.7,,,,
10.0,25.2,100.0,0.0,6,2,598.8,9861.6,9.8,,,,
11.0,25.2,100.0,0.0,6,2,597.6,9927.1,9.8,,,,
12.0,25.1,100.0,0.0,6,2,599.4,10007.7,9.9,,,,
13.0,25.2,100.0,0.0,6,2,600.2,10078.9,10.0,,,,
14.0,25.1,100.0,0.0,6,2,598.6,10159.2,10.1,,,,
15.0,25.2,100.0,0.0,6,2,603.0,10236.4,10.2,,,,
16.0,25.0,100.0,0.0,6,2,599.0,10300.9,10.3,,,,
17.0,25.2,100.0,0.0,6,2,601.0,10378.9,10.4,,,,
18.0,25.4,100.0,0.0,6,2,600.0,10459.0,10.4,,,,
19.0,25.2,100.0,0.0,6,2,598.4,10540.2,10.5,,,,
20.0,25.1,100.0,0.0,6,2,599.6,10605.7,10.6,100.0,1822.9,0.0,80.0
21.0,25.2,100.0,0.0,6,2,600.0,10679.9,10.6,,,,
22.0,25.2,100.0,0.0,6,2,600.0,10755.7,10.7,,,,
23.0,25.0,100.0,0.0,6,2,597.0,10828.1,10.8,,,,
24.0,25.1,100.0,0.0,6,2,602.4,10887.3,10.8,,,,
25.0,25.3,100.0,0.0,6,2,597.6,10952.8,10.9,,,,
26.0,25.1,100.0,0.0,6,2,599.0,11020.8,11.0,,,,
27.0,25.1,100.0,0.0,6,2,600.0,11093.0,11.1,,,,
28.0,25.2,100.0,0.0,6,2,601.0,11160.2,11.1,,,,
29.0,25.1,100.0,0.0,6,2,600.4,11232.0,11.2,,,,
30.0,25.1,100.0,0.0,6,2,597.0,11293.5,11.3,,,,
31.0,25.1,100.0,0.0,6,2,600.0,11346.9,11.3,,,,
32.0,25.1,100.0,0.0,6,2,598.0,11414.2,11.4,,,,
33.0,25.1,100.0,0.0,6,2,601.0,11478.2,11.5,,,,
34.0,25.2,100.0,0.0,6,2,594.8,11553.0,11.5,,,,
35.0,25.1,100.0,0.0,6,2,600.2,11622.7,11.6,,,,
36.0,25.1,100.0,0.0,6,2,601.0,11698.7,11.7,,,,
37.0,25.2,100.0,0.0,6,2,600.0,11777.6,11.8,,,,
38.01,25.2,100.0,0.0,6,2,598.0,11847.9,11.9,,,,
39.01,25.2,100.0,0.0,6,2,603.0,11916.9,11.9,,,,
40.01,25.2,100.0,0.0,6,2,597.8,11994.2,12.0,100.0,1822.9,0.0,81.0
41.01,25.1,100.0,0.0,6,2,601.6,12072.9,12.1,,,,
42.01,25.1,100.0,0.0,6,2,597.6,12149.2,12.2,,,,
43.01,25.2,100.0,0.0,6,2,600.0,12231.2,12.3,,,,
44.01,25.1,100.0,0.0,6,2,603.4,12300.5,12.4,,,,
45.01,25.2,100.0,0.0,6,2,597.0,12373.5,12.4,,,,
46.01,25.2,100.0,0.0,6,2,599.9,12445.3,12.5,,,,
47.01,25.0,100.0,0.0,6,2,598.4,12505.1,12.5,,,,
48.01,25.4,95.0,0.0,6,2,598.4,12562.1,12.6,,,,
49.01,25.1,100.0,0.0,6,2,599.6,12628.7,12.7,,,,
50.01,25.1,100.0,0.0,6,2,598.0,12700.7,12.7,,,,
51.01,25.1,100.0,0.0,6,2,599.0,12769.3,12.8,,,,
52.01,25.2,100.0,0.0,6,2,600.0,12835.8,12.9,,,,
53.01,25.2,100.0,0.0,6,2,600.0,12906.0,13.0,,,,
54.01,25.1,100.0,0.0,6,2,598.4,12968.2,13.0,,,,
55.01,25.1,100.0,0.0,6,2,599.0,13029.2,13.1,,,,
56.01,25.1,100.0,0.0,6,2,598.0,13114.1,13.2,,,,
57.01,25.2,100.0,0.0,6,2,598.4,13191.3,13.3,,,,
58.01,25.2,100.0,0.0,6,2,598.0,13256.8,13.3,,,,
59.01,25.3,100.0,0.0,6,2,597.8,13317.2,13.4,,,,
60.01,25.1,100.0,0.0,6,2,601.8,13374.5,13.5,100.0,1822.9,0.0,81.0
61.01,25.1,100.0,0.0,6,2,601.0,13454.2,13.6,,,,
62.01,25.1,100.0,0.0,6,2,597.0,13537.3,13.7,,,,
63.01,25.2,100.0,0.0,6,2,602.8,13615.7,13.7,,,,
64.01,25.1,100.0,0.0,6,2,600.0,13692.2,13.8,,,,
65.01,25.3,100.0,0.0,6,2,599.0,13776.3,13.9,,,,
66.01,25.2,100.0,0.0,6,2,601.0,13850.4,14.0,,,,
67.01,25.0,100.0,0.0,6,2,600.0,13926.7,14.1,,,,
68.01,25.1,100.0,0.0,6,2,599.0,13999.3,14.1,,,,
69.01,25.4,100.0,0.0,6,2,597.4,14070.3,14.2,,,,
70.01,25.0,100.0,0.0,6,2,602.0,14140.8,14.3,,,,
71.01,25.2,100.0,0.0,6,2,596.0,14209.7,14.3,,,,
72.01,25.1,100.0,0.0,6,2,599.0,14286.5,14.4,,,,
73.01,25.3,100.0,0.0,6,2,601.0,14354.0,14.5,,,,
74.01,25.0,100.0,0.0,6,2,600.0,14386.3,14.5,,,,
75.01,25.3,100.0,0.0,6,2,595.0,14440.8,14.6,,,,
76.01,25.1,100.0,0.0,6,2,600.0,14503.8,14.6,,,,
77.01,25.1,100.0,0.0,6,2,602.0,14571.5,14.7,,,,
78.01,25.3,100.0,0.0,6,2,596.0,14639.2,14.8,,,,
79.01,25.2,100.0,0.0,6,2,599.4,14713.1,14.9,,,,
