t_rel,sys_cpu_pct,percore_max_pct,percore_min_pct,n_workers,n_helper_procs,tree_cpu_pct,tree_rss_mb,host_mem_used_pct,gpu_util_pct,gpu_mem_mb,gpu_mem_busy_pct,gpu_power_w
0.0,4.2,100.0,0.0,0,0,0.0,7.4,3.5,4.0,499.7,4.0,14.0
1.0,10.3,29.6,6.1,0,0,236.0,635.1,3.9,,,,
2.0,3.6,46.5,0.0,0,0,66.9,919.0,4.1,,,,
3.0,12.8,88.8,8.1,0,2,9.0,1866.1,4.7,,,,
4.0,12.6,82.2,8.0,0,3,13.0,2785.8,5.2,,,,
5.0,3.1,50.0,0.0,1,2,69.1,3066.8,5.3,,,,
6.0,4.0,61.9,0.0,1,2,88.0,3451.0,5.7,,,,
7.0,5.5,52.5,0.0,1,2,125.8,3632.7,5.8,,,,
8.0,4.4,46.0,0.0,1,2,101.2,1879.7,5.0,,,,
9.0,11.8,59.0,8.0,0,3,1.0,2784.5,5.3,,,,
10.0,4.4,55.6,0.0,1,2,100.0,3253.4,5.6,,,,
11.0,5.5,100.0,0.0,1,2,122.0,3609.1,5.8,,,,
12.0,6.5,94.0,0.0,1,2,149.0,3655.0,5.8,,,,
13.0,1.7,25.0,0.0,1,2,31.0,1879.7,4.7,,,,
14.0,11.9,70.0,7.0,0,3,0.0,2774.2,5.2,,,,
15.0,5.2,41.4,0.0,1,2,99.0,3210.1,5.5,,,,
16.0,5.5,75.0,0.0,1,2,103.0,3624.2,5.8,,,,
17.0,4.8,44.0,0.0,1,2,109.0,1879.7,4.7,,,,
18.0,12.0,82.8,8.0,0,3,0.0,2783.2,5.2,,,,
19.0,4.5,99.0,0.0,1,2,99.0,3196.8,5.5,,,,
20.0,5.2,44.4,0.0,1,2,115.0,3626.4,5.8,100.0,1162.6,6.0,62.0
21.0,6.1,35.6,0.0,1,2,134.9,3481.0,5.8,,,,
22.0,12.5,84.0,8.0,0,3,0.0,2782.3,5.6,,,,
23.0,4.4,52.5,0.0,1,2,99.0,3234.4,5.8,,,,
24.0,5.0,99.0,0.0,1,2,115.0,3609.0,6.1,,,,
25.0,7.3,70.7,0.0,1,2,172.0,3655.0,6.1,,,,
26.0,4.2,63.0,0.0,1,2,92.0,1879.7,4.8,,,,
27.0,11.8,42.4,8.0,0,3,0.0,2783.8,5.3,,,,
28.0,4.4,55.0,0.0,1,2,98.0,3240.7,5.6,,,,
29.0,5.7,75.0,0.0,1,2,103.0,3624.0,5.9,,,,
30.0,5.0,43.6,0.0,1,2,104.0,1879.7,5.0,,,,
31.0,12.1,67.7,8.1,0,3,1.0,2773.4,5.3,,,,
32.0,4.3,68.0,0.0,1,2,99.0,3200.2,5.5,,,,
33.0,4.8,98.0,0.0,1,2,110.0,3630.5,5.9,,,,
34.0,5.4,78.2,0.0,1,2,125.0,3478.3,5.9,,,,
35.0,11.9,50.0,8.0,0,3,0.0,2776.5,5.6,,,,
36.0,4.5,98.0,0.0,1,2,100.0,3208.0,5.9,,,,
37.0,5.2,99.0,0.0,1,2,115.2,3626.3,6.2,,,,
38.0,5.8,79.0,0.0,1,2,130.0,3481.2,6.2,,,,
39.01,12.4,86.0,8.0,0,3,1.0,2773.6,5.6,,,,
40.01,4.2,84.8,0.0,1,2,100.0,3234.0,5.7,5.0,743.0,2.0,26.0
41.01,5.1,98.0,0.0,1,2,112.0,3609.0,6.0,,,,
42.01,7.2,67.0,0.0,1,2,169.7,3655.2,6.0,,,,
43.01,6.4,62.6,0.0,1,2,143.1,1879.7,5.2,,,,
44.01,11.7,83.0,8.0,0,3,0.0,2778.1,5.3,,,,
45.01,4.6,58.6,0.0,1,2,99.8,3211.9,5.6,,,,
46.01,5.0,62.6,0.0,1,2,115.2,3630.5,5.8,,,,
47.01,5.6,62.0,0.0,1,2,129.8,3481.4,5.8,,,,
48.01,0.8,13.0,0.0,0,2,0.0,1879.7,4.7,,,,
49.01,12.0,50.0,8.0,0,2,0.0,1814.5,4.8,,,,
50.01,17.4,84.8,9.0,0,5,45.0,4391.1,6.2,,,,
51.01,12.9,100.0,0.0,3,2,299.0,5033.7,6.6,,,,
52.01,13.5,96.0,0.0,3,2,320.0,5689.9,7.0,,,,
53.01,12.7,100.0,0.0,3,2,301.0,5754.4,7.0,,,,
54.01,12.8,100.0,0.0,3,2,297.0,5792.5,7.1,,,,
55.01,12.6,100.0,0.0,3,2,300.0,5823.4,7.1,,,,
56.01,12.8,100.0,0.0,3,2,299.0,5857.7,7.1,,,,
57.01,12.7,87.0,0.0,3,2,297.0,5888.5,7.1,,,,
58.01,12.7,94.0,0.0,3,2,300.0,5923.6,7.2,,,,
59.01,12.8,95.0,0.0,3,2,299.0,5962.5,7.2,,,,
60.01,12.7,100.0,0.0,3,2,300.0,6003.9,7.2,100.0,1181.9,5.0,78.0
61.01,12.7,100.0,0.0,3,2,302.0,6045.9,7.3,,,,
62.01,12.9,100.0,0.0,3,2,299.0,6079.5,7.3,,,,
63.01,12.8,100.0,0.0,3,2,300.0,6118.9,7.3,,,,
64.01,12.8,100.0,0.0,3,2,299.4,6159.9,7.4,,,,
65.01,12.8,100.0,0.0,3,2,300.0,6201.9,7.4,,,,
66.01,12.8,100.0,0.0,3,2,300.6,6237.2,7.5,,,,
